fips,state,county,lat,lon,total_population,area_sqmi,population_density_per_sqmi,num_deaths,years_of_potential_life_lost_rate,percent_fair_or_poor_health,average_number_of_physically_unhealthy_days,average_number_of_mentally_unhealthy_days,percent_low_birthweight,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,num_alcohol_impaired_driving_deaths,num_driving_deaths,percent_driving_deaths_with_alcohol_involvement,num_chlamydia_cases,chlamydia_rate,teen_birth_rate,num_uninsured,percent_uninsured,num_primary_care_physicians,primary_care_physicians_rate,num_dentists,dentist_rate,num_mental_health_providers,mental_health_provider_rate,preventable_hospitalization_rate,percent_with_annual_mammogram,percent_vaccinated,high_school_graduation_rate,num_some_college,population,percent_some_college,num_unemployed_CHR,labor_force,percent_unemployed_CHR,percent_children_in_poverty,eightieth_percentile_income,twentieth_percentile_income,income_ratio,num_single_parent_households_CHR,num_households_CHR,percent_single_parent_households_CHR,num_associations,social_association_rate,annual_average_violent_crimes,violent_crime_rate,num_injury_deaths,injury_death_rate,average_daily_pm2_5,presence_of_water_violation,percent_severe_housing_problems,severe_housing_cost_burden,overcrowding,inadequate_facilities,percent_drive_alone_to_work,num_workers_who_drive_alone,percent_long_commute_drives_alone,life_expectancy,num_deaths_2,age_adjusted_death_rate,num_deaths_3,child_mortality_rate,num_deaths_4,infant_mortality_rate,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,num_hiv_cases,hiv_prevalence_rate,num_food_insecure,percent_food_insecure,num_limited_access,percent_limited_access_to_healthy_foods,num_drug_overdose_deaths,drug_overdose_mortality_rate,num_motor_vehicle_deaths,motor_vehicle_mortality_rate,percent_insufficient_sleep,num_uninsured_2,percent_uninsured_2,num_uninsured_3,percent_uninsured_3,other_primary_care_provider_rate,percent_disconnected_youth,average_grade_performance,average_grade_performance_2,median_household_income,percent_enrolled_in_free_or_reduced_lunch,segregation_index,segregation_index_2,homicide_rate,num_deaths_5,suicide_rate_age_adjusted,num_firearm_fatalities,firearm_fatalities_rate,juvenile_arrest_rate,average_traffic_volume_per_meter_of_major_roadways,num_homeowners,percent_homeowners,num_households_with_severe_cost_burden,percent_severe_housing_cost_burden,population_2,percent_less_than_18_years_of_age,percent_65_and_over,num_black,percent_black,num_american_indian_alaska_native,percent_american_indian_alaska_native,num_asian,percent_asian,num_native_hawaiian_other_pacific_islander,percent_native_hawaiian_other_pacific_islander,num_hispanic,percent_hispanic,num_non_hispanic_white,percent_non_hispanic_white,num_not_proficient_in_english,percent_not_proficient_in_english,percent_female,num_rural,percent_rural,num_housing_units,num_households_CDC,num_below_poverty,num_unemployed_CDC,per_capita_income,num_no_highschool_diploma,num_age_65_and_older,num_age_17_and_younger,num_disabled,num_single_parent_households_CDC,num_minorities,num_limited_english_abilities,num_multi_unit_housing,num_mobile_homes,num_overcrowding,num_households_with_no_vehicle,num_institutionalized_in_group_quarters,percent_below_poverty,percent_unemployed_CDC,percent_no_highschool_diploma,percent_age_65_and_older,percent_age_17_and_younger,percent_disabled,percent_single_parent_households_CDC,percent_minorities,percent_limited_english_abilities,percent_multi_unit_housing,percent_mobile_homes,percent_overcrowding,percent_no_vehicle,percent_institutionalized_in_group_quarters,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability
37073,North Carolina,Gates,36.444913716604205,-76.7004692118441,11615,340.61212452493,34.1003715478422,216.0,11221.668344,16.678135604,3.8482573948,3.9311520213,10.796221323,15.828558435,44.7,7.9,33.5,28.867754366,15.511390069,4.0,16.0,25.0,46.0,398.5,27.182866556999997,1081.0,11.746169727,,,1.0,8.6408,1.0,8.6408,6102.0,50.0,44.0,93.0,1448,2457,58.93365893399999,212.0,5309.0,3.993219062,21.1,96950.0,25489.0,3.8036015536,760.0,2392.0,31.772575251,12,10.395010395,,,69.0,119.80622645,8.8,False,15.138121547,13.072625698,2.320441989,0.4419889503,85.521424379,5111.0,59.7,75.530236171,216.0,485.04621651,,,,,11.811246277999999,12.237399915,15.1,,,1740,15.0,2.8134321870999996,0.0230665917,10.0,28.905911259,28.0,34.520169642,34.133429214,948.0,13.777067287000001,146.0,5.9616169865,51.844809999999995,,3.0885571724000003,3.4469378852999997,51746.0,49.258160237,3.9441609512999998,7.248200934700001,,,,,,,6.3340447751,3505,78.289032834,504.0,12.066076130999999,11573,20.27996198,20.219476367000002,3586,30.985915493,66,0.5702929232,43,0.3715544803,12,0.1036896224,263,2.2725308909,7383,63.79504018,14,0.1262740146,50.479564503999995,12197.0,100.0,5228,4524,1391,540,23602.0,1209,2026,2469,2124,307,4355,104,0,1622,109,197,59,12.0,9.7,14.7,17.4,21.3,18.5,6.8,37.5,0.9,0.0,31.0,2.4,4.4,0.5,0.263,0.8259,0.5536,0.5982,0.5833,0.5119,0.3308,0.745,0.2506,0.355,0.7857,0.5724,0.7154,0.0,0.9462,0.6536,0.2496,0.0474,0.212,0.4744
37075,North Carolina,Graham,35.3501736703952,-83.8334910762437,8651,291.9706412816,29.629691403308897,151.0,8707.7418348,18.241607088,4.4369355787,4.4397865082,8.7542087542,18.298457598,43.0,7.9,25.4,100.0,15.347030747,1.0,18.0,5.5555555556,21.0,245.9,39.800995025,1207.0,18.597842835,2.0,23.41646,3.0,35.36068,8.0,94.29514,3191.0,33.0,37.0,85.4,961,1697,56.629345905,186.0,3179.0,5.850896508300001,26.3,66307.0,14738.0,4.4990500745999995,447.0,1717.0,26.033779849000002,11,12.879053975,25.0,291.81743901,42.0,98.03235067600001,8.4,False,8.7692307692,7.592891760900001,0.5846153846,2.0,76.762567183,3163.0,36.7,77.77016171,151.0,443.54512426,,,,,13.848878312,14.253374158,7.0,,,1230,14.3,98.99279905700001,1.1171741231999999,,,,,32.711538158,1085.0,22.77019937,131.0,7.2136563876999995,70.72136,,3.2838118581,3.3015589426,39502.0,61.789297659,,38.859271803,,12.0,29.899146925,10.0,23.341035875,,33.300455938,2761,83.972019465,176.0,5.8744993324,8484,19.9669967,23.797736916999998,37,0.43611504009999996,679,8.00330033,47,0.5539839698,9,0.1060820368,319,3.7600188589999997,7292,85.950023574,47,0.5731707317,50.03536067899999,8861.0,100.0,5939,3252,1650,310,18783.0,1260,1894,1841,1626,144,1056,65,69,1527,20,223,121,19.3,9.5,21.0,21.9,21.3,19.0,4.4,12.2,0.8,1.2,25.7,0.6,6.9,1.4,0.7205,0.8109,0.8905,0.8402,0.8765,0.8548,0.33299999999999996,0.7692,0.0513,0.4817,0.419,0.5164,0.4585,0.2079,0.8902,0.064,0.6587,0.3174,0.3012,0.6428
37077,North Carolina,Granville,36.3040554474972,-78.6527315371623,58341,531.990315216014,109.66553023866699,874.0,7535.481988500001,17.054864308,3.9061790168,3.9512149571,9.358490566,16.627128893,37.2,7.6,35.0,59.181186995,16.398642275,22.0,71.0,30.985915493,476.0,799.2,24.163568773,5341.0,11.549356687000001,27.0,45.334720000000004,18.0,29.94261,204.0,339.34958,4951.0,41.0,50.0,81.3,8274,14091,58.718330849,1014.0,29943.0,3.386434225,19.1,103431.0,23378.0,4.4242877919,4757.0,12123.0,39.239462179,66,11.081820777,172.0,292.91553134,229.0,77.397026467,10.5,True,14.591961023,12.289812067,2.1924482339,0.9500609013,84.83552375800001,25718.0,46.2,78.155082387,874.0,381.32758152,22.0,44.933722759,29.0,7.3250820914,12.13700357,12.33687524,10.9,,,8530,14.6,2400.9989271,4.0072750636,33.0,18.466393960999998,83.0,20.019875153,35.784934455,4796.0,13.931735657,610.0,4.8866458383,69.86609,14.03622251,2.8922221649,2.8998822522000003,58956.0,50.222717149,33.68618675,32.712660387,4.824066302,46.0,14.907404708,41.0,13.857109542,6.2222222222,45.123973594,15485,73.632905373,2449.0,12.079510703,60115,20.414206105,17.122182484,18843,31.344922232,505,0.8400565583,411,0.6836895948999999,59,0.0981452217,4916,8.177659486,34868,58.002162522,838,1.4970969183,49.039341263000004,32804.0,54.74998331,23309,20527,9109,1820,23563.0,7454,8953,12506,9679,2425,24266,867,469,5484,451,1039,3881,16.5,6.9,18.4,15.3,21.4,17.5,11.8,41.6,1.6,2.0,23.5,2.2,5.1,6.7,0.5536,0.5116,0.5571,0.7529,0.6224,0.2939,0.3493,0.68,0.8994,0.659,0.8223,0.7061,0.8166,0.3824,0.8567,0.5995,0.3626,0.8688,0.7838,0.7848
37079,North Carolina,Greene,35.4850056238303,-77.6757639353521,21241,266.738984462364,79.632154417972,310.0,8234.4138635,22.487932531,4.4937346232,4.2342770648000005,10.349554488999999,19.773671306,28.4,,28.6,39.52345286,14.80381104,3.0,16.0,18.75,146.0,694.7,36.549707602,2838.0,18.835866463,3.0,14.275520000000002,8.0,38.073479999999996,4.0,19.036739999999998,6532.0,45.0,50.0,94.9,2635,5886,44.767244309,368.0,9558.0,3.8501778614999997,34.3,76527.0,17510.0,4.3704740148,1976.0,4315.0,45.793742758,16,7.6136093267,,,81.0,76.834057407,10.4,False,18.087318087,13.473684210999998,4.0194040194,1.386001386,82.20921354,7858.0,38.8,77.133117285,310.0,399.58773921,,,,,14.428083719000002,13.833691072,11.7,,,3750,17.8,,,,,27.0,18.23301797,34.404274009,2545.0,23.267507771,329.0,7.494305239199999,47.59185,,2.8631000972000002,2.7265699892,43591.0,98.79360939,11.294558419000001,6.6013469352,8.7788605039,13.0,10.819652674,12.0,11.38282332,,24.223043679,5130,70.670891307,1026.0,15.019762845999999,21012,20.031410623,16.566723777,7500,35.693889206,477,2.2701313535,127,0.6044165239,55,0.2617551875,3264,15.533980583,9825,46.75899486,988,4.9548645938,45.359794403,21362.0,100.0,8151,7215,4646,976,18682.0,3703,3030,4605,4156,946,11212,910,86,3164,288,510,2194,24.3,10.5,24.9,14.3,21.7,21.7,13.1,52.8,4.5,1.1,38.8,4.0,7.1,10.3,0.8857,0.8742,0.8959,0.9376,0.9459,0.2162,0.3779,0.9,0.9503,0.8087,0.8965,0.9045,0.9376,0.184,0.9876,0.8797,0.6807,0.9325,0.9643,0.986
37081,North Carolina,Guilford,36.0794804679289,-79.78890962282141,511815,645.76859698485,792.5671864344431,6308.0,7664.921669699999,16.261303671,3.7802848457,3.8833376619999997,9.6287352852,15.811453025,33.4,6.8,22.2,90.34389421899999,17.411535384,91.0,299.0,30.434782609000003,4985.0,946.0,18.519742883,51331.0,11.850656472,419.0,79.51373000000001,300.0,56.21451,1491.0,279.38614,4739.0,45.0,54.0,89.4,96916,137324,70.574699251,10771.0,260591.0,4.1332970057,23.1,105076.0,22034.0,4.7688118363,46777.0,116608.0,40.114743414,600,11.38621471,2343.5,452.63944714,1883.0,72.099406051,10.5,True,16.642536196,14.173148289,2.4063904144,1.0109835247,82.87244552199999,244962.0,23.5,78.254502048,6308.0,357.52963115,320.0,67.777655401,362.0,8.482320688,11.835899326,12.494834470999999,9.6,,,88370,17.1,40698.001077999994,8.3328216847,340.0,21.492421077,390.0,10.775978189000002,34.282001727,46586.0,14.675436773,5358.0,4.3985092026,123.67193,6.7058427448,3.1372097505000003,3.0443441394999997,52166.0,60.479761622,49.028666908000005,45.611420114,7.5155540193,305.0,11.48869299,336.0,12.865321525999999,16.138613861,271.38092861,119449,58.919948108999996,28266.0,14.371275752,533670,22.279123803,15.168362470999998,182350,34.169055784,4066,0.7618940544,28622,5.3632394550999996,506,0.0948151479,43496,8.1503550884,265975,49.838851725,13820,2.8067410527999996,52.651076508,62000.0,12.694356744,223530,200298,87165,19809,27531.0,39376,70330,116451,54653,23149,245754,14471,31519,6915,4817,13753,16765,17.6,7.6,11.6,13.7,22.8,10.8,11.6,48.0,3.0,14.1,3.1,2.4,6.9,3.3,0.6227,0.6078,0.2767,0.4193,0.4897,0.1748,0.5298,0.1165,0.8844,0.2658,0.8742,0.8424,0.9093,0.9417,0.1229,0.6523,0.6587,0.7023,0.787,0.659
37083,North Carolina,Halifax,36.2574528031449,-77.651712045443,52849,723.732393528528,73.0228472188965,1051.0,10894.628297,24.193462632,4.7920082719,4.6707571242000006,11.722069483,20.236613403,43.7,5.4,39.8,54.114936644,12.828700129000001,23.0,58.0,39.655172414,418.0,814.7,41.896361632,5310.0,13.501830757,27.0,52.62132,18.0,35.591409999999996,74.0,146.32023999999998,6805.0,46.0,48.0,75.473476703,5345,11463,46.628282299999995,1229.0,20243.0,6.0712345008,33.6,74094.0,13656.0,5.4257469244,6128.0,11017.0,55.623127893,60,11.693626972999999,234.5,461.36895744,255.0,98.426716485,9.8,True,19.082182159000002,17.054449508,1.4984781081999998,1.4282369469,84.065465401,18758.0,35.6,74.89999629,1051.0,527.17055433,33.0,74.556052596,41.0,10.427263479,15.39056261,15.069834689,22.2,,,12440,23.8,5133.4295546,9.3862418947,31.0,20.175724048,83.0,22.644495069,36.607083266,4806.0,16.666666667,560.0,5.0377833753,81.06931999999999,15.61752988,2.8496971573,2.7191521857999996,36760.0,80.61591595899999,33.724521798000005,35.940626157,13.095611605999999,35.0,12.423683671,57.0,22.001266038,27.948717949000002,48.568949985,13233,62.668118962,3289.0,16.763506625999998,50574,21.414165381,20.720132875,26857,53.104361925,2028,4.009965595,443,0.8759441609999999,36,0.0711828212,1551,3.0667932139,19298,38.157946771,236,0.4814852596,51.987187092,29919.0,54.705527418,25696,21354,13782,2572,20134.0,8531,9801,11540,11208,2735,32289,207,678,5312,324,2693,1412,26.8,11.6,23.2,18.5,21.8,21.8,12.8,61.1,0.4,2.6,20.7,1.5,12.6,2.7,0.9331,0.9223,0.8138,0.9058,0.9427,0.6243,0.3951,0.9032,0.9421,0.9612,0.9386,0.3356,0.6597,0.4766,0.7956,0.3623,0.9570000000000001,0.6297,0.8539,0.9608
37085,North Carolina,Harnett,35.3686390393529,-78.8694181291083,126620,595.01307208633,212.802047450865,1638.0,8205.259169399998,18.68184096,4.2177553169,4.1774614142,8.4865738247,18.910360202,33.2,7.5,27.0,55.490155043,17.490890553,47.0,139.0,33.81294964,694.0,522.8,24.826344224,14726.0,13.047446064,37.0,27.8711,60.0,44.70473,124.0,92.38977,8238.0,40.0,48.0,86.2,24351,38186,63.76944429899999,2450.0,52791.0,4.6409425849,19.7,95123.0,21843.0,4.3548505242,11375.0,34443.0,33.025578492,101,7.608057007699999,301.5,242.52905924,487.0,74.61828990800001,10.9,False,15.429301730999999,13.014819205999999,2.6490066225,0.7784361566,86.587216403,54038.0,48.8,76.916416607,1638.0,404.11262575,94.0,67.335243553,104.0,8.1116917557,13.105016837,13.074748052999999,11.8,,,19350,15.0,4500.2793777,3.9242743836000002,81.0,20.35948312,175.0,19.44926354,34.618745654,13065.0,16.633776815999997,1833.0,5.1082685394,81.95866,10.238810239,3.0254044616000004,2.9565875457999997,51225.0,57.763975155,23.615716212,17.976336583,6.4460416303,89.0,13.716194895,90.0,13.789827704,15.913043477999999,53.35271689100001,29077,64.492303598,5416.0,12.597692594000002,134214,26.004738700999997,12.459952017,28021,20.877851789,2290,1.7062303484999999,1788,1.3322008136,283,0.21085728760000003,17464,13.012055374000001,81962,61.068144903000004,2210,1.8331881713999998,50.468654537,64129.0,55.92092642,49283,43036,22461,5261,21214.0,11413,14123,34382,16490,4589,47469,2194,571,10521,1137,2362,3214,18.3,10.0,14.2,11.2,27.2,13.7,10.7,37.5,1.9,1.2,21.3,2.6,5.5,2.5,0.6651,0.8475,0.7354,0.5734,0.7561,0.057,0.9223,0.3337,0.8125,0.5915,0.7854,0.7479,0.8201,0.2076,0.8087,0.7103,0.4358,0.6068,0.6272,0.7924
37087,North Carolina,Haywood,35.556046247183,-82.9821944253667,59577,553.5692853385119,107.623384421641,1076.0,9037.5042707,15.335968639,4.2715222129,4.374666082,9.4930417495,18.181281242,31.7,7.6,25.5,86.386272783,15.910069088,8.0,50.0,16.0,139.0,227.6,28.568707741999997,5522.0,12.025261324,46.0,75.30614,27.0,43.56877,237.0,382.43695,5063.0,44.0,49.0,85.3,8693,13246,65.627359203,993.0,29465.0,3.3701001188,21.8,93957.0,20305.0,4.6272839202,3411.0,10859.0,31.411732204,97,15.879772117,164.0,277.51690061,346.0,114.16278425,8.7,False,15.402167712,13.424763376,2.0726373835,0.6655257654,83.486842105,25840.0,32.8,77.152160966,1076.0,423.54780398,22.0,49.350591085,27.0,6.635536987,12.564829172,13.287080557000001,11.4,,,7550,12.6,4997.582678899999,8.4653138405,53.0,28.845578190999998,64.0,15.195872420999999,31.781829358000003,5080.0,14.535881882,496.0,4.2788129745,54.864369999999994,7.9801450935,3.4147731668,3.4756240452999996,47183.0,54.300935551,57.68237031899999,35.478606853,3.5615325987,61.0,18.623320296,50.0,16.497512175,13.846153845999998,136.4841381,18938,71.909173755,3238.0,12.883972625,61971,18.247244679,24.605057204,764,1.232834713,414,0.6680544125,346,0.5583256685,31,0.050023398,2518,4.0631908473000005,57340,92.527149796,430,0.7469167969,51.661260911999996,32730.0,55.440748018,35098,26296,9851,1599,26483.0,5768,14063,11003,10054,2286,3973,343,599,6483,544,1243,529,16.7,6.0,13.0,23.6,18.5,17.0,8.7,6.7,0.6,1.7,18.5,2.1,4.7,0.9,0.5664,0.3792,0.3394,0.5129,0.4432,0.9035,0.09300000000000001,0.6437,0.5559,0.6463,0.2416,0.4381,0.304,0.3203,0.7424,0.5562,0.2939,0.1242,0.2604,0.3598
37089,North Carolina,Henderson,35.336353372287995,-82.48000578554479,110905,373.064568283686,297.280978759863,1540.0,6837.007397600001,14.896301619,3.7077369372000004,3.8162357035000003,7.6410188025,13.959955784000002,28.4,8.1,23.4,89.74798576,15.487637372,18.0,63.0,28.571428571,325.0,280.9,26.028755578000002,13058.0,15.206530725999999,104.0,89.88143000000001,65.0,55.67547,217.0,185.87042,2507.0,46.0,51.0,91.4,16428,24268,67.694082743,1764.0,54476.0,3.2381232102,15.5,99985.0,24238.0,4.125134087,5941.0,21739.0,27.328763973,132,11.408027103,135.5,120.84565201,574.0,100.61896440000001,9.2,False,13.408534639,10.76377699,2.6178567628,0.6065765670000001,79.81948396,50965.0,26.3,79.59819798,1540.0,318.012879,47.0,53.158400723999996,41.0,5.373525557000001,11.121400330999998,11.892142208,9.8,,,11840,10.6,7690.1397716,7.204552905700001,71.0,20.480867696,108.0,13.700802385,29.175941657,11803.0,18.45978198,1368.0,5.927466527999999,120.77295,6.8081529733,3.4432189544,3.5052910224000002,54012.0,50.921477232,37.148119373,31.71544808,2.6640449081999997,117.0,18.426086828,88.0,15.425903949,17.662337662,115.15014595,35002,72.496427166,4788.0,10.164526059,116748,18.903964094000003,25.759756056,3702,3.1709322643999998,804,0.6886627608,1520,1.3019494981,257,0.2201322507,12112,10.37448179,96996,83.081508891,2908,2.6902013025,52.006886628000004,35513.0,33.270563986999996,55547,46985,14559,2371,26534.0,9243,27186,21839,17724,2957,17913,3331,1821,8924,1226,2649,1449,13.3,4.7,11.3,24.5,19.7,16.1,6.3,16.2,3.2,3.3,16.1,2.6,5.6,1.3,0.3483,0.2168,0.3372,0.3973,0.2878,0.9296,0.1741,0.5648,0.1856,0.3658,0.5132,0.8504,0.7176,0.5511,0.6781,0.7020000000000001,0.4537,0.2767,0.5670000000000001,0.447
37091,North Carolina,Hertford,36.359072744047296,-76.9820048819375,24285,353.16205690620797,68.76446527903629,393.0,9242.694921200002,23.50295857,4.6168182857,4.3190879158,10.959752322,19.332545586,46.5,6.1,42.5,59.329522883,13.38355435,13.0,23.0,56.52173913,155.0,648.4,24.662162161999998,2013.0,11.943752225,16.0,66.9288,10.0,42.26721,49.0,207.10935,5386.0,50.0,46.0,85.5,2884,5478,52.646951441999995,458.0,9120.0,5.0219298246,31.7,73486.0,13905.0,5.2848615606000005,2597.0,4602.0,56.431986093,36,15.058981009000002,71.5,303.97721234,98.0,81.535530355,9.1,False,19.70132108,17.779083431,2.2860425043,0.8041355543,82.921447485,9064.0,30.6,76.935673998,393.0,428.24541706,15.0,81.015392925,27.0,16.938519448,14.690702267,14.101998483,21.7,,,5410,22.3,1306.1484833,5.2946957045,12.0,16.736168254000003,37.0,21.885462138,37.252690528,1851.0,14.854345558,182.0,3.9089347079000003,109.89475,7.7615298088,2.9362847810000003,2.8917573306,38216.0,98.975759645,11.406598696,12.166385563,10.646981581,15.0,11.370503988,23.0,19.135889777,11.25,9.1635379694,5973,67.119901112,1466.0,17.275512609,23659,18.880764191,19.776829114,14256,60.256139313,304,1.284923285,180,0.7608098398,12,0.050720655999999996,909,3.8420896910000004,7808,33.002240162,232,1.006813349,50.872817955,16932.0,68.636750578,10547,8706,5217,1195,17650.0,3311,4283,4760,4344,1045,16088,262,98,2467,200,833,2875,24.4,11.8,19.7,17.6,19.6,19.6,12.0,66.2,1.1,0.9,23.4,2.3,9.6,11.8,0.8879,0.9293,0.9376,0.7934,0.937,0.5329999999999999,0.1665,0.8032,0.9086,0.7889,0.958,0.6167,0.8440000000000001,0.1582,0.8542,0.6259,0.8771,0.9503,0.9249,0.9656
37093,North Carolina,Hoke,35.017545142134196,-79.2372703563026,51853,390.109541075776,132.919076670129,643.0,8250.0211148,22.320161836,4.571505757200001,4.3477730399,9.4776352831,20.208121023,37.4,6.6,28.7,20.919236667,16.508726665999998,26.0,64.0,40.625,387.0,715.1,32.220322203,7562.0,15.802231788,12.0,22.17459,4.0,7.304069999999999,64.0,116.86509,6505.0,44.0,40.0,81.7,11132,17356,64.139202581,1002.0,19920.0,5.0301204819,25.6,90473.0,20537.0,4.4053659249,5017.0,14801.0,33.896358354,30,5.543646980599999,65.0,123.94172832,172.0,64.55874846100001,10.4,False,16.200634189000002,14.472900536,3.2574228884,0.37474776590000003,83.671842019,21319.0,45.2,76.515681707,643.0,414.26085918,43.0,71.764745152,42.0,6.450622024299999,14.579446295999999,14.068397160999998,11.9,,,9290,17.7,4010.8444473000004,8.5424357797,21.0,12.951610317,73.0,19.821767015,37.315899081,6796.0,20.411473194000003,850.0,5.5766959716999995,69.38865,9.1465904451,3.1006044279,3.2546715076,47892.0,68.309859155,19.811256627,24.32170989,9.5035869252,34.0,13.602823529,41.0,15.389003994000001,12.045454545,31.757900893000002,11988,67.644735357,2692.0,15.98195203,54764,27.273391279000002,10.05770214,18457,33.702797458,4992,9.1154773209,812,1.4827258783000001,225,0.41085384560000004,7451,13.605653349,21532,39.317800015,1448,2.9803437275,50.575195384,20260.0,43.150451525,19817,17343,11545,2338,18715.0,4999,4239,14949,6853,2217,30692,1487,144,4218,564,1026,1344,22.9,11.6,15.4,8.2,28.8,14.3,12.8,59.2,3.2,0.7,21.3,3.3,5.9,2.6,0.8564,0.9223,0.8933,0.6269,0.8828,0.0096,0.958,0.3913,0.9414,0.7186,0.9293,0.8497,0.9312,0.1226,0.8087,0.8106,0.5033,0.6157,0.6794,0.9067
37095,North Carolina,Hyde,35.5358573632541,-76.2549397034835,5629,612.332131738384,9.19272353717502,102.0,7280.0185475,18.729128827,4.0954435639,3.9994542855,6.666666666699999,17.312000945,36.4,4.2,38.2,64.81927710800001,15.721697777000001,1.0,4.0,25.0,25.0,466.2,28.538812785,565.0,15.663986693,1.0,18.646279999999997,,,1.0,19.12046,2018.0,39.0,51.0,90.9,711,1496,47.526737968,166.0,2008.0,8.2669322709,31.9,82510.0,17161.0,4.8079948721,431.0,1165.0,36.995708155,4,7.4585120269,,,19.0,69.56649092,7.8,False,15.762273902,12.533333333,3.6175710594,0.0,81.240467717,1967.0,22.7,77.237907396,102.0,439.90358198,,,,,12.669690525,12.52668009,20.2,,,1000,18.2,2056.0159577,35.387537998,,,,,35.147165885999996,504.0,18.441273325999997,64.0,6.9489685125,95.60229,,3.5687031549,3.3563498248,40653.0,74.025974026,,,,,,,,,3.5094654263,1204,68.061051441,192.0,11.992504685,5230,16.787762905999998,20.669216061,1488,28.45124283,44,0.8413001912000001,43,0.8221797323000001,1,0.019120458899999998,479,9.1586998088,3135,59.942638623,122,2.3860747115,45.277246653999995,5810.0,100.0,3362,1936,1108,369,18770.0,789,945,1022,897,130,2196,60,31,928,69,74,705,22.4,14.3,19.4,16.8,18.2,18.1,6.7,39.0,1.1,0.9,27.6,3.6,3.8,12.5,0.8395,0.972,0.8908,0.7813,0.9268,0.4476,0.0774,0.7195,0.2401,0.156,0.7991,0.6129,0.7509999999999999,0.1563,0.9153,0.8408,0.1624,0.9564,0.7663,0.8179
37097,North Carolina,Iredell,35.8067094605344,-80.87349783107021,167493,574.19440977511,291.700854533921,2248.0,7526.659957600001,16.003703563,3.8937588455000003,4.063579624,8.5505329495,15.431593827999999,31.9,8.0,25.7,66.677747323,17.648664025,36.0,123.0,29.268292683000002,766.0,435.9,21.678681771,17072.0,11.525089617999999,133.0,75.69247,95.0,53.240680000000005,335.0,187.74344,4879.0,49.0,51.0,89.29208386799999,28241,42505,66.44159510600001,3143.0,87984.0,3.5722404073000003,13.6,113074.0,26480.0,4.2701661631,11990.0,40091.0,29.906961661999997,201,11.439238295,429.5,254.11494634,621.0,71.908041079,10.9,False,14.113262577999999,11.620469083,2.7302924735,0.3888843879,83.691738715,81658.0,33.9,77.565840537,2248.0,357.60671302,114.0,70.058135962,107.0,8.3790133125,11.791999149,12.140656809000001,11.9,,,20670,12.2,8109.2627496000005,5.0861862363,108.0,20.490947934,186.0,15.61938416,31.438019628000003,15399.0,14.325450723,1918.0,4.4716963536000005,123.85462,6.9696282865,3.3345586869,3.2087823976,60044.0,35.342456993,43.815847481000006,37.167332531,3.0231066115,131.0,15.166882442999999,108.0,12.505746275,15.973154362,84.69452262,46908,71.894062471,6746.0,10.653148885,178435,23.011180541999998,15.861798414,21039,11.790848208,985,0.5520217446,4836,2.7102306162,108,0.060526242,13935,7.8095665088,135235,75.78950318,2835,1.7402032999000001,50.779835795,60446.0,37.91215339,70448,61716,22114,7333,28268.0,13778,24290,40119,21669,5868,39145,2794,3192,9499,1687,2501,1313,13.3,8.6,12.1,14.5,24.0,13.0,9.5,23.4,1.8,4.5,13.5,2.7,4.1,0.8,0.3483,0.7291,0.2324,0.45399999999999996,0.4343,0.2311,0.6975,0.2662,0.6797,0.3789,0.6224,0.7358,0.7151,0.6775,0.5934,0.7287,0.2038,0.0961,0.3766,0.469
